Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Daily_Rate,Monthly_Income,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_CurrentRole,Years_Since_Last_Promotion,Years_With_Curr_Manager
34,No,Travel_Rarely,Research & Development,8,2,Medical,2,Female,3,2,Healthcare Representative,3,Single,970,6142,3,No,11,3,0,10,3,5,1,4,3
23,No,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,650,2500,1,No,14,3,1,5,4,4,3,0,2
39,No,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,4,2,Human Resources,2,Married,141,6389,9,No,15,3,1,12,1,8,3,3,6
56,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,3,4,Healthcare Representative,4,Married,832,11103,7,No,11,3,0,30,2,10,7,1,1
40,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,2,1,Research Scientist,4,Single,804,2342,0,Yes,20,4,0,5,2,4,2,2,3
27,No,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,975,6811,8,No,19,3,0,9,1,7,6,0,7
29,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,1090,2297,1,No,14,3,2,2,3,2,2,2,2
53,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Single,346,2450,2,No,17,3,0,19,3,2,2,2,2
35,No,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,Divorced,1225,5093,2,No,11,3,1,16,4,1,0,0,0
32,No,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,Married,430,5309,1,No,15,3,2,10,3,10,8,4,7
38,No,Travel_Rarely,Research & Development,2,5,Medical,4,Male,3,1,Research Scientist,3,Married,268,3057,6,Yes,13,3,1,6,1,1,0,0,1
34,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,3,2,Manufacturing Director,1,Divorced,167,5121,3,No,14,3,1,7,3,0,0,0,0
52,No,Travel_Rarely,Sales,3,4,Marketing,3,Male,2,4,Manager,1,Married,621,16856,1,No,11,3,0,34,4,34,6,1,16
33,Yes,Travel_Rarely,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,4,Single,527,2686,1,Yes,13,3,0,10,2,10,9,7,8
25,No,Travel_Rarely,Sales,26,1,Medical,3,Female,3,2,Sales Executive,4,Single,883,6180,1,No,23,4,0,6,2,6,5,1,4
45,No,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,954,6632,0,No,13,3,0,9,3,8,7,3,1
23,No,Travel_Rarely,Research & Development,10,1,Medical,1,Male,4,1,Research Scientist,3,Single,310,3505,1,No,18,3,0,2,3,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,719,6397,4,Yes,12,3,0,8,3,5,4,1,3
34,No,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,4,Single,304,6274,1,No,22,4,0,6,3,6,5,1,4
55,Yes,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,5,Manager,1,Married,725,19859,5,Yes,13,3,1,24,3,5,2,1,4
36,No,Non-Travel,Sales,8,4,Life Sciences,1,Male,2,3,Sales Executive,1,Single,1434,7587,1,No,15,3,0,10,3,10,7,0,9
52,No,Non-Travel,Research & Development,19,4,Medical,4,Male,3,1,Research Scientist,4,Married,715,4258,0,No,18,3,1,5,3,4,3,1,2
26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,575,4364,3,No,14,3,1,5,3,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,3,2,Healthcare Representative,3,Married,657,4335,4,No,12,3,1,11,2,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,2,Sales Executive,1,Single,1146,5326,6,No,17,3,0,6,2,4,3,1,2
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,1,Research Scientist,4,Single,182,3280,2,No,16,3,0,10,3,4,2,1,3
54,No,Travel_Rarely,Research & Development,19,4,Medical,4,Female,3,2,Manufacturing Director,1,Divorced,376,5485,9,Yes,11,3,2,9,3,5,3,1,4
27,No,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,Married,829,4342,0,No,19,3,1,5,3,4,2,1,1
37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,3,1,Research Scientist,1,Divorced,571,2782,0,Yes,13,3,2,6,2,5,3,4,3
38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,240,5980,6,Yes,12,3,0,17,3,15,7,4,12
34,No,Travel_Rarely,Research & Development,2,4,Medical,3,Female,2,1,Research Scientist,1,Single,121,4381,1,No,11,3,0,6,3,6,5,1,3
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,384,2572,1,No,16,3,1,3,2,3,2,0,2
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Married,921,3833,3,No,21,4,2,7,3,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,4,2,Healthcare Representative,2,Married,791,4244,1,No,24,4,1,8,3,8,7,3,7
34,No,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,1111,6500,5,No,17,3,1,6,3,3,2,1,2
42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,3,5,Manager,4,Divorced,570,18430,1,No,13,3,1,24,2,24,7,14,9
23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,4,1,Laboratory Technician,1,Married,1243,1601,1,Yes,21,4,2,1,3,0,0,0,0
24,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,Divorced,1092,2694,1,No,11,3,3,1,3,1,0,0,0
52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,Married,1325,3149,8,No,20,4,1,9,3,5,2,1,4
50,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,4,Research Director,3,Married,691,17639,5,No,16,3,0,30,3,4,3,0,3
29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,Married,805,2319,1,Yes,11,3,1,1,3,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,3,Research Director,3,Married,213,11691,0,No,11,3,0,14,4,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,3,Marketing,1,Female,3,2,Sales Executive,1,Single,118,5324,5,No,15,3,0,6,3,3,2,0,2
47,No,Travel_Rarely,Research & Development,2,2,Other,3,Female,3,4,Manager,4,Married,202,16752,1,Yes,11,3,1,26,2,26,14,3,0
36,No,Travel_Rarely,Research & Development,1,3,Other,3,Female,3,2,Manufacturing Director,2,Married,676,5228,0,No,15,3,1,10,3,9,7,0,5
29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,4,1,Research Scientist,3,Married,1252,2700,1,No,24,4,1,10,3,10,7,0,7
58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,5,Research Director,2,Single,286,19246,7,Yes,12,3,0,40,3,31,15,13,8
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,4,1,Research Scientist,3,Single,1258,2506,3,No,13,3,0,7,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,932,6062,9,Yes,13,3,1,8,3,4,3,0,2
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Research Scientist,3,Single,890,4382,6,No,17,3,0,5,2,2,2,2,1
36,No,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,3,1,Human Resources,2,Married,1041,2143,4,No,13,3,1,8,3,5,2,0,4
32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,859,6162,1,No,12,3,1,14,3,14,13,6,8
40,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,2,2,Laboratory Technician,3,Single,720,5094,6,No,14,3,0,10,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,2,Manufacturing Director,4,Single,946,6877,5,Yes,24,4,0,12,2,0,0,0,0
45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,2,1,Research Scientist,3,Single,252,2274,1,No,14,3,0,1,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,3,2,Manufacturing Director,2,Married,933,4434,1,No,13,3,1,10,2,9,8,7,8
38,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,471,6288,2,No,15,3,1,13,2,4,3,1,2
34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,2,1,Research Scientist,4,Single,702,2553,1,No,16,3,0,6,3,5,2,1,3
49,Yes,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,3,Sales Executive,4,Married,1184,7654,1,No,18,3,2,9,4,9,8,7,7
55,Yes,Travel_Rarely,Sales,2,1,Medical,3,Male,3,2,Sales Executive,4,Single,436,5160,4,No,16,3,0,12,2,9,7,7,3
43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,3,4,Research Director,1,Married,589,17159,6,No,24,4,1,22,3,4,1,1,0
27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,2,3,Research Director,4,Divorced,269,12808,1,Yes,16,3,1,9,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,3,3,Manufacturing Director,3,Single,950,10221,3,No,21,4,0,17,4,8,5,1,6
28,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,3,2,Sales Executive,2,Married,760,4779,1,Yes,20,4,0,8,3,8,7,7,5
34,No,Travel_Rarely,Human Resources,3,2,Human Resources,3,Male,3,1,Human Resources,4,Married,829,3737,0,No,19,3,1,4,1,3,2,0,2
26,Yes,Travel_Frequently,Research & Development,5,2,Medical,3,Female,2,1,Research Scientist,3,Married,887,2366,1,Yes,14,3,1,8,3,8,7,1,7
27,No,Non-Travel,Research & Development,3,3,Medical,4,Male,3,1,Research Scientist,4,Married,443,1706,1,No,11,3,3,0,2,0,0,0,0
51,No,Travel_Rarely,Sales,26,4,Marketing,1,Female,3,4,Manager,3,Married,1318,16307,2,No,14,3,1,29,2,20,6,4,17
44,No,Travel_Rarely,Research & Development,4,3,Medical,4,Male,3,2,Healthcare Representative,2,Single,625,5933,9,No,12,3,0,10,2,5,2,2,3
25,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,4,1,Research Scientist,1,Single,180,3424,7,No,13,3,0,6,2,4,3,0,1
33,No,Travel_Rarely,Sales,1,3,Medical,1,Male,4,2,Sales Executive,1,Divorced,586,4037,1,No,22,4,1,9,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,27,1,Medical,3,Female,2,1,Research Scientist,1,Single,1343,2559,1,No,11,3,0,6,2,6,5,1,1
36,No,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,3,2,Sales Executive,4,Married,928,6201,1,Yes,14,3,1,18,2,18,14,4,11
32,No,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,117,4403,2,No,11,3,1,8,2,5,2,0,3
30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,1012,3761,9,No,12,3,1,10,2,5,4,0,3
53,No,Travel_Rarely,Sales,7,2,Marketing,1,Female,2,3,Sales Executive,4,Married,661,10934,7,Yes,18,3,1,35,3,5,2,0,4
45,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,930,10761,4,Yes,12,3,1,18,3,5,4,0,2
32,No,Travel_Rarely,Research & Development,8,2,Medical,3,Female,4,2,Research Scientist,3,Married,638,5175,5,No,12,3,1,9,2,5,3,1,3
52,No,Travel_Frequently,Research & Development,25,4,Medical,3,Female,2,4,Manufacturing Director,4,Married,890,13826,3,No,22,4,0,31,3,9,8,0,0
37,No,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,342,6334,4,No,19,3,2,9,3,1,0,0,0
28,No,Travel_Rarely,Human Resources,8,2,Medical,2,Male,2,1,Human Resources,4,Divorced,1169,4936,1,No,13,3,1,6,3,5,1,0,4
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,1230,4775,6,No,22,4,2,4,1,2,2,2,2
44,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,4,1,Laboratory Technician,4,Married,986,2818,2,Yes,24,4,1,10,2,3,2,0,2
42,No,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,1,Research Scientist,4,Single,1271,2515,5,Yes,14,3,0,8,3,2,1,2,2
36,No,Travel_Rarely,Human Resources,8,3,Life Sciences,1,Male,2,1,Human Resources,1,Married,1278,2342,0,No,21,4,0,6,3,5,4,0,3
25,No,Travel_Rarely,Sales,3,1,Other,3,Male,3,2,Sales Executive,1,Married,141,4194,1,Yes,18,3,0,5,3,5,3,0,3
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Female,2,3,Manufacturing Director,3,Married,607,10685,1,Yes,20,4,1,17,3,17,14,5,15
35,Yes,Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,130,2022,1,Yes,19,3,1,10,2,10,2,7,8
32,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Divorced,300,2314,0,No,12,3,1,4,3,3,0,0,2
25,No,Travel_Rarely,Sales,4,1,Marketing,3,Male,2,2,Sales Executive,1,Married,583,4256,1,No,12,3,0,5,4,5,2,0,3
49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,1,Research Scientist,1,Married,1418,3580,2,No,16,3,1,7,3,4,2,0,2
24,No,Non-Travel,Research & Development,4,1,Life Sciences,1,Male,2,1,Laboratory Technician,4,Married,1269,3162,0,No,17,3,0,6,2,5,2,3,4
32,No,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,3,2,Sales Executive,2,Married,379,6524,1,No,14,3,1,10,3,10,8,5,3
38,No,Travel_Rarely,Sales,9,3,Marketing,2,Male,2,1,Sales Representative,2,Married,395,2899,0,No,19,3,1,3,3,2,2,1,2
42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,4,2,Laboratory Technician,4,Married,1265,5231,2,Yes,13,3,1,17,2,5,3,1,3
31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,1222,2356,3,Yes,19,3,1,8,3,6,4,0,2
29,Yes,Travel_Rarely,Sales,1,3,Medical,2,Female,2,1,Sales Representative,3,Divorced,341,2800,6,Yes,19,3,3,5,3,3,2,0,2
53,No,Travel_Rarely,Sales,8,3,Marketing,1,Male,3,4,Sales Executive,4,Married,868,11836,5,No,14,3,1,28,3,2,0,2,2
35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,2,3,Manufacturing Director,2,Married,672,10903,3,No,16,3,0,16,3,13,10,4,8
37,No,Travel_Frequently,Sales,21,2,Medical,3,Female,3,1,Sales Representative,4,Married,1231,2973,5,No,15,3,1,10,3,5,4,0,0
53,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,3,4,Research Director,4,Single,102,14275,6,No,18,3,0,33,3,12,9,3,8
43,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,422,5562,4,No,13,3,1,12,2,5,2,2,2
47,No,Travel_Rarely,Sales,2,2,Marketing,3,Female,3,2,Sales Executive,4,Married,249,4537,0,Yes,22,4,1,8,3,7,6,7,7
37,No,Non-Travel,Sales,19,2,Medical,1,Male,3,3,Sales Executive,2,Single,1252,7642,1,Yes,13,3,0,10,3,10,0,0,9
50,No,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,881,17924,1,No,11,3,1,31,3,31,6,14,7
39,No,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,2,2,Human Resources,4,Married,1383,5204,8,No,11,3,2,13,3,5,4,0,4
33,No,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,3,1,Human Resources,2,Divorced,1075,2277,3,Yes,11,3,1,7,4,4,3,0,3
32,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,374,2795,1,Yes,24,4,0,1,1,1,0,0,1
29,No,Travel_Rarely,Research & Development,7,1,Medical,1,Female,2,1,Laboratory Technician,4,Divorced,1086,2532,6,No,14,3,3,8,3,4,3,0,3
44,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,1,Married,661,2559,1,Yes,13,3,0,8,3,8,7,7,1
28,No,Travel_Rarely,Sales,5,4,Medical,1,Male,3,2,Sales Executive,4,Single,821,4908,1,No,14,3,0,4,3,4,2,0,2
58,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,1,Laboratory Technician,4,Divorced,781,2380,9,Yes,14,3,1,3,2,1,0,0,0
43,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,Divorced,177,4765,4,No,21,4,1,4,4,1,0,0,0
20,Yes,Travel_Rarely,Sales,2,3,Medical,3,Female,2,1,Sales Representative,3,Single,500,2044,1,No,13,3,0,2,2,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,18,1,Other,4,Female,3,1,Research Scientist,4,Single,1427,2693,1,No,19,3,0,1,2,1,0,0,0
36,No,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,3,2,Healthcare Representative,4,Married,1425,6586,0,Yes,17,3,1,17,2,16,8,4,11
47,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,2,1,Sales Representative,4,Single,1454,3294,1,Yes,18,3,0,3,2,3,2,1,2
22,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,3,2,Manufacturing Director,3,Married,617,4171,0,Yes,19,3,1,4,4,3,2,0,2
41,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Female,1,1,Laboratory Technician,4,Divorced,1085,2778,4,Yes,13,3,1,10,2,7,7,1,0
28,No,Travel_Rarely,Research & Development,9,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,995,2377,5,No,18,3,1,6,3,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,Married,1122,2404,7,Yes,21,4,0,8,1,2,2,2,2
27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,3,1,Research Scientist,3,Single,618,2318,1,No,19,3,0,1,3,1,1,0,0
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,3,1,Laboratory Technician,2,Divorced,546,2008,1,No,14,3,2,1,3,1,0,1,0
42,No,Travel_Rarely,Sales,14,2,Medical,3,Female,2,2,Sales Executive,3,Single,462,6244,7,No,17,3,0,10,3,5,4,0,3
33,No,Travel_Rarely,Research & Development,1,4,Other,3,Male,2,1,Research Scientist,1,Single,1198,2799,3,Yes,11,3,0,6,3,3,2,0,2
58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,2,3,Healthcare Representative,2,Divorced,1272,10552,2,Yes,13,3,1,24,3,6,0,0,4
31,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,2,1,Sales Representative,3,Married,154,2329,3,No,15,3,0,13,4,7,7,5,2
35,No,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,1137,4014,1,Yes,25,4,1,10,1,10,6,0,7
49,No,Travel_Rarely,Research & Development,8,2,Other,1,Female,3,3,Laboratory Technician,2,Married,527,7403,4,No,11,3,1,29,2,26,9,1,7
48,No,Travel_Rarely,Research & Development,20,4,Medical,4,Male,3,1,Research Scientist,3,Married,1469,2259,4,No,17,3,2,13,2,0,0,0,0
31,No,Non-Travel,Sales,20,2,Marketing,4,Female,3,2,Sales Executive,3,Married,1188,6932,1,No,13,3,1,9,2,9,8,0,0
36,No,Travel_Rarely,Research & Development,7,4,Other,2,Male,3,1,Research Scientist,4,Single,188,4678,2,No,18,3,0,8,3,6,2,0,1
38,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,3,3,Research Director,1,Married,1333,13582,1,No,13,3,1,15,3,15,12,5,11
32,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,2,1,Laboratory Technician,2,Married,1184,2332,6,No,20,4,0,5,3,3,0,0,2
25,Yes,Travel_Rarely,Sales,19,2,Marketing,3,Male,2,1,Sales Representative,2,Married,867,2413,1,Yes,18,3,3,1,3,1,0,0,0
40,No,Travel_Rarely,Sales,10,4,Marketing,1,Male,2,3,Sales Executive,2,Divorced,658,9705,2,No,12,3,1,11,2,1,0,0,0
26,No,Travel_Frequently,Sales,1,3,Medical,3,Male,2,2,Sales Executive,1,Single,1283,4294,1,No,12,3,0,7,3,7,7,0,7
41,No,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,1,Laboratory Technician,1,Single,263,4721,2,Yes,13,3,0,20,3,18,13,2,17
36,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Laboratory Technician,3,Single,938,2519,4,No,21,4,0,16,3,11,8,3,9
19,Yes,Travel_Rarely,Sales,21,3,Other,4,Male,2,1,Sales Representative,2,Single,419,2121,1,Yes,13,3,0,1,4,1,0,0,0
20,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,3,1,Laboratory Technician,1,Single,129,2973,1,No,19,3,0,1,3,1,0,0,0
31,No,Travel_Rarely,Research & Development,12,3,Medical,4,Female,3,2,Healthcare Representative,4,Married,616,5855,0,Yes,11,3,2,10,1,9,7,8,5
40,No,Travel_Frequently,Research & Development,9,4,Medical,4,Male,3,1,Research Scientist,2,Divorced,1469,3617,8,Yes,14,3,1,3,3,1,1,0,0
32,No,Travel_Rarely,Research & Development,3,4,Medical,3,Female,3,2,Manufacturing Director,1,Married,498,6725,1,No,12,3,1,8,4,8,7,6,3
36,Yes,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,2,3,Sales Executive,4,Married,530,10325,1,Yes,11,3,1,16,3,16,7,3,7
33,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,2,2,Healthcare Representative,4,Single,1069,6949,0,No,14,3,0,6,3,5,0,1,4
37,Yes,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,2,3,Sales Executive,3,Married,625,10609,5,No,11,3,0,17,1,14,1,11,7
45,No,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,3,2,Laboratory Technician,2,Married,805,4447,1,No,12,3,0,9,2,9,7,0,8
29,No,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,3,1,Sales Representative,4,Married,1404,2157,1,No,15,3,1,3,3,3,1,0,2
35,No,Travel_Rarely,Sales,18,3,Medical,3,Female,3,2,Sales Executive,3,Married,1219,4601,1,No,16,3,0,5,3,5,2,1,0
52,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,4,Manager,4,Married,1053,17099,2,No,15,3,1,26,2,9,8,7,8
58,Yes,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,3,1,Research Scientist,3,Single,289,2479,4,No,24,4,0,7,3,1,0,0,0
53,No,Travel_Rarely,Sales,2,2,Medical,3,Male,3,4,Manager,3,Divorced,1376,14852,6,No,13,3,1,22,4,17,13,15,2
30,No,Travel_Rarely,Sales,8,2,Other,3,Male,3,3,Sales Executive,3,Divorced,231,7264,5,No,11,3,1,10,4,8,4,7,7
38,No,Non-Travel,Sales,10,3,Technical Degree,3,Female,3,2,Sales Executive,4,Single,152,5666,1,Yes,13,3,0,6,3,5,3,1,3
35,No,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,3,3,Sales Executive,4,Divorced,882,7823,6,No,13,3,1,12,3,10,9,0,8
39,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,3,Sales Executive,3,Single,903,7880,0,No,18,3,0,9,3,8,7,0,7
40,Yes,Non-Travel,Sales,24,3,Life Sciences,2,Female,4,4,Sales Executive,2,Single,1479,13194,4,Yes,16,3,0,22,2,1,0,0,0
47,No,Travel_Frequently,Research & Development,16,4,Medical,3,Male,4,2,Manufacturing Director,3,Divorced,1379,5067,1,Yes,19,3,0,20,4,19,10,2,7
36,No,Non-Travel,Sales,8,4,Technical Degree,1,Male,3,2,Sales Executive,4,Divorced,1229,5079,4,No,13,3,2,12,3,7,7,0,7
31,Yes,Non-Travel,Research & Development,9,2,Medical,3,Male,2,1,Research Scientist,1,Single,335,2321,0,Yes,22,4,0,4,3,3,2,1,2
33,No,Non-Travel,Sales,17,3,Life Sciences,4,Male,3,4,Manager,3,Single,722,17444,1,No,11,3,0,10,3,10,8,6,0
29,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Female,2,1,Research Scientist,1,Single,906,2404,6,Yes,20,4,0,3,3,0,0,0,0
33,No,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,3,1,Research Scientist,4,Single,461,3452,3,No,18,3,0,5,3,3,2,0,2
45,No,Travel_Rarely,Research & Development,1,4,Medical,4,Female,3,1,Laboratory Technician,4,Divorced,974,2270,3,No,14,3,2,8,3,5,3,0,2
50,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,4,Research Director,4,Divorced,1126,17399,9,No,22,4,1,32,2,5,4,1,3
33,No,Travel_Frequently,Research & Development,1,4,Other,3,Female,4,2,Healthcare Representative,2,Married,827,5488,1,Yes,13,3,1,6,3,6,5,1,2
41,No,Travel_Frequently,Research & Development,9,3,Medical,1,Male,3,5,Research Director,3,Divorced,840,19419,2,No,17,3,1,21,4,18,16,0,11
27,No,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Female,3,1,Laboratory Technician,2,Married,1134,2811,9,No,14,3,1,4,3,2,2,2,2
45,No,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,248,3633,1,Yes,15,3,1,9,3,9,8,0,8
